OBJECTID,Moose density 2016,Moose density 2017,Elk density 2016,Elk density 2017,Moose catchability 2016,Moose catchability+density 2016,Moose catchability 2017,Moose catchability+density 2017,Elk catchability 2016,Elk catchability+density 2016,Elk catchability 2017,Elk catchability+density 2017
3325,2.0833299,2.0833299,0,0,0.0187891,0.005907,0.0077337,0.0266519,0.0071797,0.0277418,0.0022267,0.0021354
3326,2.0833299,0,0,0,0.0210648,0.0406223,0.004582,0.0075775,0.0032069,0.0040038,0.0013022,0.0011401
3327,0,2.0833299,0,0,0.0194453,0.0439441,0.0045426,0.0072237,0.0033212,0.0045562,0.001691,0.0011536
3328,4.1666698,2.0833299,0,0,0.0175449,0.0450996,0.0045486,0.0068942,0.0048191,0.0022531,0.0012338,0.0007267
3329,0,0,0,0,0.0267588,0.0692903,0.0046576,0.0065606,0.0028461,0.0019519,0.0011542,0.0005105
3330,0,0,0,0,0.0537061,0.142881,0.0050686,0.0070842,0.0033186,0.001362,0.0012209,0.0002715
3331,0,0,0,0,0.0260097,0.0632524,0.0055874,0.0068779,0.0054371,0.0054539,0.0016059,0.0007118
3332,0,0,0,0,0.0192247,0.0771586,0.0045552,0.0044169,0.0061795,0.0108672,0.0013669,0.0007409
3333,2.0833299,4.1666698,0,0,0.0292225,0.0541349,0.0042383,0.0087275,0.0031649,0.0028128,0.0013056,0.0010751
3334,0,2.0833299,0,0,0.0134134,0.0378897,0.0062576,0.0072477,0.0165362,0.0075672,0.0066206,0.0019443
3335,8.3333302,8.3333302,0,0,0.0181463,0.0278407,0.0042187,0.0073843,0.0040187,0.0043769,0.0017483,0.0016197
3336,4.1666698,2.0833299,0,0,0.0141178,0.0258064,0.005649,0.0067163,0.0114051,0.010341,0.0015635,0.0011332
3337,2.0833299,2.0833299,0,0,0.0169867,0.0553009,0.0053923,0.0044852,0.0082558,0.0060192,0.0011911,0.0006301
3338,0,0,0,0,0.0195506,0.0484223,0.0059913,0.0051241,0.0085132,0.0072531,0.0016979,0.000637
3339,0,2.0833299,0,0,0.0355372,0.0010034,0.0082386,0.0103854,0.008461,0.0144547,0.0055332,0.0016882
3340,0,0,0,0,0.0010744,0,0.0021884,0.0036094,0.009605,0.0104844,0.0032296,0.0038865
3341,0,0,0,0,0.0708069,0.0044263,0.0037348,0.00706,0.0023075,0.0015923,0.0023415,0.0010289
3342,0,0,2.0833299,0,0.0216511,0.345464,0.0071361,0.0012016,0.0024161,0,0.0004149,0.0000735
3343,0,0,0,0,0.026498,0.121306,0.0057543,0.0013303,0.0002915,0.0002505,0.0002626,0.0001017
3344,2.0833299,2.0833299,0,0,0.0338534,0.0503304,0.0046908,0.0099112,0.0031301,0.003064,0.0018406,0.0016536
3345,2.0833299,2.0833299,0,0,0.0263993,0.0318497,0.0047663,0.0107817,0.0043113,0.0035289,0.0018862,0.0017318
3346,10.4167004,4.1666698,0,0,0.0174856,0.020837,0.0046298,0.0056075,0.0041163,0.0046877,0.0018553,0.001542
3347,2.0833299,2.0833299,0,0,0.0105568,0.0083195,0.0071934,0.0104004,0.0101324,0.0087265,0.0046561,0.0030666
3348,0,0,0,0,0.015974,0.0159505,0.0048857,0.0050752,0.0033549,0.0028181,0.0020397,0.0022093
3349,0,2.0833299,0,0,0.0179061,0.0218283,0.0064892,0.0029043,0.0008958,0.0009471,0.0012026,0.0010058
3350,0,0,0,0,0.0210769,0.0173068,0.0068558,0.0023712,0.0010055,0.0008546,0.0014915,0.0014435
3351,8.3333302,6.25,0,0,0.016477,0.0091091,0.0078207,0.0045133,0.0119858,0.0016208,0.0062074,0.0030701
3352,0,0,0,0,0.017982,0.0179757,0.0081096,0.0022721,0.0047081,0.0020951,0.003865,0.0019083
3353,2.0833299,8.3333302,0,0,0.012323,0.0115464,0.0103876,0.0038984,0.0099958,0.0008267,0.0086178,0.0013538
3354,4.1666698,2.0833299,0,0,0.0183084,0.0198943,0.0045917,0.0030629,0.0023762,0.0015773,0.0018726,0.001711
3355,0,2.0833299,0,0,0.0204126,0.0209231,0.0049194,0.0032618,0.0023135,0.0015664,0.0023706,0.0022461
3356,0,0,0,0,0.0026289,0.0000814,0.004987,0.004664,0.0062911,0.0060869,0.003496,0.004689
3357,2.0833299,2.0833299,0,0,0.0149512,0.0217497,0.0061877,0.0013565,0.0005175,0.000358,0.000673,0.0004617
3358,4.1666698,4.1666698,0,0,0.0107713,0.0096059,0.0051456,0.0031979,0.0018626,0.0003531,0.000815,0.0005177
3359,0,0,0,0,0.0329919,0.0134498,0.011176,0.0029268,0.0064766,0.0017161,0.0144969,0.0047734
3360,4.1666698,8.3333302,0,0,0.0157317,0.008031,0.0053474,0.0037424,0.0024877,0.0021647,0.0024068,0.0024857
3361,0,0,0,0,0.0142846,0.0154441,0.0048135,0.003063,0.0015567,0.0022442,0.0014456,0.0020441
3362,0,0,6.25,6.25,0.0131026,0.0058735,0.0037874,0.0028379,0.0017388,0,0.0010092,0
3363,0,0,0,0,0.0160135,0.0174119,0.0033743,0.0033076,0.0021165,0.002257,0.0014633,0.0024043
3364,0,0,0,0,0.0179847,0.0166218,0.004449,0.0054213,0.0032003,0.004305,0.0021834,0.0037353
3365,0,0,0,0,0.0200003,0.0031526,0.004182,0.003168,0.0041794,0.0054286,0.0025779,0.0044168
3366,0,0,0,0,0.0180663,0.0073579,0.0063398,0.0019658,0.0043455,0.00106,0.0062684,0.0029136
3367,2.0833299,4.1666698,0,0,0.0249015,0.0282885,0.0047615,0.0038521,0.0013743,0.0010835,0.0017921,0.0033631
3368,2.0833299,2.0833299,0,0,0.0204083,0.0215647,0.0063057,0.0029012,0.0050774,0.0028865,0.0052337,0.0053442
3369,2.0833299,2.0833299,0,0,0.0190395,0.0262772,0.0034723,0.0031871,0.0018179,0.0018001,0.0016403,0.0032706
3370,4.1666698,4.1666698,0,0,0.0146403,0.0095512,0.0036663,0.0034639,0.0019839,0.0036159,0.0016207,0.0030893
3371,0,0,0,0,0.0240131,0.0000246,0.0018073,0.0004782,0.0021978,0.0033896,0.0015099,0.0029357
3372,0,0,0,0,0.0117179,0.0000154,0.0020288,0.0005379,0.0017564,0.0030813,0.0012573,0.002263
3373,2.0833299,2.0833299,0,0,0.0121705,0.0060828,0.0036699,0.003054,0.0016817,0.003694,0.001242,0.002324
3374,0,0,0,0,0.0055124,0.0001851,0.0023698,0.0023534,0.0017311,0.0036646,0.0011637,0.0030164
3375,4.1666698,0,0,0,0.0003993,0,0.001389,0.0016044,0.0041403,0.0090965,0.0017292,0.0071914
3376,0,0,0,0,0.0058599,0.0002333,0.0024135,0.0036611,0.0031846,0.0062178,0.0017657,0.0051755
3377,2.0833299,2.0833299,0,0,0.015771,0.010885,0.0035785,0.0021738,0.0004899,0.0010589,0.0005186,0.0011433
3378,14.5832996,4.1666698,0,0,0.0144713,0.007043,0.0045339,0.0189282,0.0048982,0.0118293,0.0037077,0.0117316
3379,0,0,0,0,0.0178909,0.0056238,0.0054694,0.0249946,0.0030322,0.0487493,0.0022366,0.0169025
3380,0,0,0,0,0.0163527,0.0198242,0.0037019,0.0075644,0.0030483,0.0046602,0.0021274,0.0054861
3381,6.25,6.25,0,0,0.0084626,0.0021734,0.0038684,0.0153808,0.0082841,0.0137946,0.0034423,0.0105516
3382,0,4.1666698,0,0,0.0144608,0.0226543,0.0038951,0.0043233,0.0012119,0.0025178,0.001154,0.0024512
3383,0,0,0,0,0.0162036,0.0403023,0.0045583,0.0009102,0.0001299,0.0002454,0.0002708,0.0003723
3384,0,0,0,0,0.0148869,0.0084309,0.004772,0.0079155,0.0016995,0.0224633,0.001949,0.0123778
3385,2.0833299,2.0833299,0,0,0.0219114,0.0226803,0.0043596,0.0045901,0.0020485,0.002116,0.0026267,0.0052345
3386,0,0,0,0,0.0281426,0.0228732,0.0050088,0.0024073,0.0019487,0.0011741,0.0032007,0.0048832
3387,0,0,0,0,0.0239882,0.0000743,0.0020865,0.0008168,0.0027257,0.0029522,0.0029172,0.0060925
3388,4.1666698,4.1666698,0,0,0.0082167,0.000207,0.002793,0.0033294,0.003839,0.0048936,0.0027643,0.0067849
3389,0,0,0,0,0.0026164,0.0000897,0.0026305,0.0027936,0.0033909,0.0046358,0.0022437,0.0058066
3390,0,0,0,0,0.0208661,0.0000084,0.0022968,0.0019704,0.0114376,0.036525,0.0092742,0.0277073
3391,0,0,0,0,0.0263173,0.0003523,0.001715,0.0009449,0.0017798,0.0029601,0.0013632,0.0034056
3392,2.0833299,2.0833299,0,0,0.0144921,0.0004532,0.003477,0.002325,0.0072969,0.0052029,0.0056454,0.0057849
3393,0,0,0,0,0.0046996,0.0180067,0.0046461,0.0047362,0.0029373,0.0176894,0.0012193,0.0026291
3394,0,0,0,0,0.0057018,0.013432,0.0039094,0.0058971,0.0021372,0.0069258,0.0010805,0.0022301
3395,0,0,0,0,0.0044146,0.0097393,0.0035991,0.0059121,0.0021675,0.0016681,0.0005659,0.0007389
3396,0,0,0,0,0.0072275,0.014602,0.0035987,0.0065243,0.0017766,0.006465,0.0011512,0.002842
3397,0,0,0,0,0.0049075,0.0083495,0.003617,0.0104227,0.0040459,0.0036084,0.0010284,0.0017075
3398,0,0,0,0,0.0073735,0.0181283,0.0029491,0.0079973,0.0018256,0.00133,0.0005723,0.0011357
3399,0,2.0833299,0,0,0.0062932,0.0070101,0.0052763,0.0167096,0.0039173,0.021361,0.002619,0.0069235
3400,2.0833299,2.0833299,0,0,0.0073479,0.0164397,0.0043016,0.0047837,0.0010509,0.0054383,0.0007466,0.0017146
3401,0,0,0,0,0.0080462,0.0150019,0.0034865,0.0057699,0.0014512,0.0045747,0.0009261,0.0021794
3402,0,0,0,0,0.0045822,0.0035745,0.0050655,0.0164182,0.0079278,0.0295352,0.0033535,0.0071041
3403,0,0,0,0,0.0060612,0.0134216,0.0041871,0.0039613,0.0013741,0.0048578,0.0007276,0.0013301
3404,0,0,0,0,0.0068891,0.0133091,0.004149,0.0052561,0.0019384,0.0073268,0.0009596,0.0019287
3405,0,0,0,0,0.0058702,0.0044647,0.0057681,0.0199201,0.0101409,0.0502151,0.0038959,0.0083317
3406,0,0,0,0,0.0153501,0.010859,0.0058271,0.0217338,0.0054561,0.0301381,0.0018202,0.0039816
3407,4.1666698,2.0833299,0,0,0.0093943,0.0113016,0.004046,0.0071898,0.001402,0.0038936,0.000848,0.0017018
3408,0,0,0,0,0.0099591,0.007079,0.0054563,0.0229625,0.0064896,0.0468952,0.0042603,0.0123508
3409,0,0,0,0,0.0141049,0.0135245,0.0061061,0.0182776,0.0055915,0.0290331,0.0016429,0.0034066
3410,6.25,0,0,0,0.0092556,0.0129398,0.006972,0.0146838,0.0194596,0.0995201,0.0016936,0.0027473
3411,0,0,0,0,0.0144548,0.0127797,0.0064951,0.0155478,0.0040173,0.0222161,0.0015652,0.0028785
3412,0,0,0,0,0.0095479,0.0141639,0.0036447,0.0097331,0.002775,0.0016702,0.0007248,0.0009762
3413,0,0,0,0,0.014327,0.0290259,0.0036714,0.005689,0.0008707,0.0013321,0.0005575,0.0009881
3414,0,2.0833299,0,0,0.019152,0.0102005,0.0071258,0.0333573,0.008623,0.043006,0.0024104,0.0042729
3415,8.3333302,8.3333302,0,0,0.0172668,0.0068019,0.0076663,0.0394406,0.0072324,0.0317538,0.0025189,0.0037916
3416,0,2.0833299,0,0,0.0089041,0.0064211,0.005819,0.0245128,0.0102869,0.007325,0.0018002,0.0016419
3417,0,0,0,0,0.008581,0.0033416,0.0091862,0.0531844,0.0367045,0.131408,0.0090303,0.0111455
3418,0,0,0,0,0.0077011,0.0138835,0.0036488,0.0059058,0.0029937,0.0009943,0.0006949,0.0005242
3419,0,0,0,0,0.0133099,0.0078941,0.0084388,0.0259842,0.0112389,0.0303027,0.0031625,0.0030086
3420,0,0,0,0,0.0166013,0.0091183,0.0102154,0.0272207,0.0086222,0.0422523,0.003532,0.0034975
3421,2.0833299,0,0,0,0.0154045,0.011419,0.0092907,0.0159666,0.0049918,0.0170597,0.0020098,0.0016922
3422,2.0833299,2.0833299,0,0,0.013536,0.0205039,0.0078484,0.0076212,0.0018161,0.0043511,0.0011009,0.0008126
3423,0,0,0,0,0.0167983,0.0429875,0.0044592,0.006874,0.0028342,0.0037067,0.0014788,0.001416
3424,0,0,0,0,0.0126529,0.0372473,0.0057195,0.0063963,0.0039473,0.005673,0.0016467,0.0011542
3425,4.1666698,4.1666698,0,0,0.0090283,0.0079848,0.0089261,0.0203828,0.0131156,0.029396,0.0054882,0.0032407
3426,0,0,0,0,0.0199219,0.04867,0.0062206,0.0087167,0.0044048,0.0047828,0.0017184,0.000819
3427,0,0,0,0,0.0235675,0.0671494,0.0069277,0.011652,0.0076431,0.0067222,0.0019067,0.0007112
3428,0,0,0,0,0.0284741,0.0266583,0.0100796,0.0279053,0.0153467,0.0170143,0.0029872,0.0008108
3429,2.0833299,2.0833299,0,0,0.0423909,0.0669606,0.0084288,0.0171611,0.0049133,0.0041676,0.002112,0.0004519
3430,0,0,0,0,0.0305211,0.020877,0.0129292,0.0367986,0.012814,0.0379583,0.0036129,0.0015063
3431,0,0,0,0,0.0090815,0.0009703,0.0090618,0.0263429,0.0080606,0.0240262,0.0029937,0.0020056
3432,0,0,0,0,0.0090773,0.0011076,0.0114094,0.0492452,0.0208507,0.104491,0.0064365,0.0053342
3433,0,0,0,0,0.0000629,0,0.0039787,0.0179704,0.0420754,0.135562,0.0043577,0.0093906
3434,0,0,0,0,0.0008569,0.0000022,0.0039641,0.0285715,0.0089284,0.0298407,0.0037049,0.0106781
3435,0,0,0,0,0.0162002,0.01021,0.0068106,0.0221828,0.0049786,0.0215675,0.0025422,0.0038536
3436,2.0833299,2.0833299,0,0,0.009593,0.0596165,0.0043185,0.0043399,0.0065053,0.0141008,0.0011307,0.0012794
3437,2.0833299,2.0833299,0,0,0.0160024,0.0453501,0.0036399,0.0043397,0.0013769,0.0025535,0.00087,0.0010834
3438,8.3333302,4.1666698,0,0,0.0078319,0.060421,0.0043978,0.0026327,0.0078432,0.0155771,0.0007651,0.0006676
3439,0,0,0,0,0.0139996,0.0724992,0.0036797,0.0028158,0.0021337,0.0036067,0.0007627,0.0007923
3440,2.0833299,2.0833299,0,0,0.0199058,0.0480245,0.0042273,0.0059883,0.0024881,0.004435,0.0010126,0.0010878
3441,0,0,0,0,0.0269537,0.0891871,0.0034293,0.0059187,0.0020651,0.0027578,0.0010875,0.0013671
3442,10.4167004,8.3333302,0,0,0.0236081,0.0365035,0.0037441,0.0081876,0.0021451,0.0027556,0.00127,0.0012733
3443,0,0,0,0,0.0224406,0.031017,0.004611,0.0088933,0.0031072,0.004212,0.0018733,0.0015995
3444,2.0833299,0,0,0,0.0227088,0.165104,0.0038678,0.0054439,0.0097794,0.0076018,0.0013329,0.0009354
3445,4.1666698,2.0833299,0,0,0.049648,0.101159,0.0045525,0.0075824,0.0022824,0.0013354,0.0011029,0.0004147
3446,2.0833299,2.0833299,0,0,0.199346,0.524183,0.0068407,0.0091703,0.0021857,0.0002157,0.0009576,0.0000274
3447,0,0,0,0,0.0371992,0.144359,0.0040928,0.005013,0.0030232,0.001978,0.001038,0.0004967
3448,0,0,0,0,0.0301793,0.243418,0.0035069,0.0057096,0.0085202,0.0071363,0.0013044,0.0012004
3449,0,2.0833299,0,0,0.0253245,0.0880153,0.0037431,0.0049915,0.0032156,0.0033427,0.0012761,0.001147
3450,0,0,0,0,0.030788,0.0579769,0.0038835,0.0059911,0.0021099,0.002542,0.0015975,0.0016646
3451,2.0833299,2.0833299,0,0,0.0226232,0.0492165,0.0044972,0.0056316,0.0040316,0.0046146,0.0019016,0.0014665
3452,0,0,0,0,0.0192159,0.0924889,0.0048218,0.0031235,0.0059787,0.0053343,0.0012576,0.0006541
3453,0,0,0,0,0.0316986,0.0205396,0.0072374,0.0108746,0.0047224,0.0052183,0.0023703,0.0009512
3454,0,0,0,0,0.0793417,0.0476017,0.0107503,0.0293771,0.0077936,0.0100926,0.0035269,0.0010622
3455,0,0,0,0,0.066042,0.0097479,0.0089117,0.0211721,0.012788,0.019457,0.007743,0.0025975
3456,0,0,0,0,0.0787441,0.143752,0.0100481,0.018684,0.0129409,0.0092694,0.0024511,0.0004241
3457,0,0,4.1666698,0,0.0272542,0.113382,0.0060199,0.0067543,0.0075035,0,0.0018262,0.0009858
3458,0,0,0,0,0.0210833,0.0225612,0.0064999,0.0179633,0.0099516,0.0177374,0.0057293,0.0048466
3459,0,0,0,0,0.0284414,0.0422755,0.0054243,0.0123791,0.0057762,0.0056129,0.0019798,0.0016369
3460,0,0,0,0,0.0179486,0.0283315,0.0051153,0.0058452,0.0022232,0.0016149,0.0012386,0.000903
3461,4.1666698,4.1666698,0,0,0.0128915,0.0082167,0.0081804,0.0157019,0.0090276,0.0196321,0.0049393,0.0042523
3462,0,0,0,0,0.0161506,0.0234578,0.0047321,0.0047092,0.0030003,0.0029011,0.001561,0.001411
3463,0,4.1666698,0,0,0.0144137,0.0230554,0.0047761,0.0049254,0.0030437,0.0025882,0.0016541,0.0014899
3464,2.0833299,2.0833299,0,0,0.0124216,0.0142987,0.0055688,0.0041983,0.0025361,0.001545,0.0014835,0.0011042
3465,2.0833299,2.0833299,0,0,0.0111777,0.0170267,0.0059363,0.003388,0.0039538,0.0031833,0.0018612,0.0014705
3466,0,0,0,0,0.0148054,0.0210785,0.0071424,0.0015321,0.0007361,0.0005785,0.0009248,0.0005913
3467,6.25,4.1666698,0,0,0.0074262,0.0030166,0.0080503,0.0112499,0.018154,0.0046832,0.0055085,0.0029691
3468,0,6.25,0,0,0.0167248,0.0149634,0.0084039,0.0027571,0.003738,0.0010238,0.0033791,0.0018048
3469,2.0833299,4.1666698,0,0,0.0097117,0.0249486,0.0068615,0.0020589,0.0109539,0.0060758,0.0027085,0.0017975
3470,8.3333302,12.5,2.0833299,2.0833299,0.0139455,0.0109998,0.0065378,0.0047908,0.0041011,0,0.0029214,0
3471,0,0,0,0,0.0161138,0.0154873,0.0071089,0.0022897,0.0021981,0.0012427,0.0024324,0.0018278
3472,2.0833299,2.0833299,6.25,6.25,0.0224151,0.016987,0.0064006,0.0025538,0.0037994,0,0.0042884,0
3473,2.0833299,4.1666698,0,0,0.0198138,0.0142009,0.007034,0.0027334,0.003573,0.0012944,0.0041053,0.0031835
3474,0,0,0,0,0.0125194,0.0063239,0.0099521,0.004574,0.0070106,0.0067862,0.0085085,0.0073947
3475,2.0833299,6.25,0,0,0.0229188,0.0029017,0.0041028,0.0021867,0.0023992,0.0017191,0.0027533,0.0033368
3476,0,0,0,0,0.0219435,0.0012438,0.0030175,0.0013553,0.0018197,0.002034,0.0017718,0.0026571
3477,0,0,0,0,0.0317169,0.0000154,0.0016493,0.0003679,0.0017569,0.002105,0.0014571,0.0023956
3478,0,2.0833299,0,2.0833299,0.014573,0.0027743,0.003992,0.0021603,0.0015729,0.0030178,0.0013981,0
3479,0,0,0,0,0.0137125,0.0126742,0.0050247,0.0039257,0.0015873,0.0024698,0.0014628,0.0021402
3480,0,0,0,0,0.0117625,0.0180874,0.005022,0.0027849,0.001568,0.0018164,0.001184,0.0015831
3481,0,0,0,0,0.021251,0.0052835,0.0035382,0.0023469,0.0026269,0.0022051,0.0023768,0.0042105
3482,0,0,0,0,0.0410389,0.0144446,0.0095517,0.0013781,0.0033815,0.0004925,0.0092665,0.0077472
3483,0,0,2.0833299,0,0.0199854,0.0250265,0.0055926,0.0023433,0.0022303,0,0.0023796,0.0030749
3484,2.0833299,4.1666698,0,0,0.0187387,0.0240086,0.0036161,0.0039465,0.0022988,0.001856,0.001948,0.00377
3485,0,0,0,0,0.012598,0.004391,0.0040611,0.0026319,0.0024091,0.0023465,0.0016795,0.0025348
3486,8.3333302,4.1666698,0,0,0.0109224,0.0000479,0.0039512,0.0022352,0.0058211,0.0099699,0.0036774,0.0053569
3487,0,0,0,0,0.0100722,0.0041192,0.0038531,0.0033095,0.0032111,0.0033564,0.0016654,0.0024583
3488,6.25,4.1666698,0,0,0.0079079,0.0078462,0.003806,0.0043317,0.0019959,0.0006609,0.0006346,0.000621
3489,0,0,0,0,0.0058657,0.0010717,0.0033669,0.0045296,0.0030084,0.0052611,0.0015208,0.0032471
3490,0,0,0,0,0.0000062,0,0.0017431,0.009552,0.0178507,0.0610903,0.004421,0.0361545
3491,0,0,0,0,0.0107276,0.0019265,0.0029716,0.0029326,0.0016319,0.0031742,0.0013665,0.0031407
3492,0,0,0,0,0.0118766,0.0224872,0.0045869,0.0018106,0.0005247,0.0010954,0.000543,0.0008558
3493,10.4167004,0,0,0,0.0160417,0.0265078,0.0040841,0.0017132,0.0003655,0.0006336,0.0004331,0.0007843
3494,0,0,0,0,0.0195085,0.0220271,0.0047655,0.0089744,0.0037856,0.0073395,0.0021683,0.00488
3495,0,0,0,0,0.0040411,0.0002753,0.0043449,0.0098589,0.0052233,0.0156529,0.0031777,0.0102189
3496,6.25,0,0,0,0.0206205,0.0023899,0.0044302,0.0926516,0.0273926,0.125421,0.019857,0.158476
3497,0,0,4.1666698,0,0.0178937,0.0229583,0.0034349,0.0061184,0.0022866,0,0.0021034,0.0056804
3498,0,0,0,0,0.0149072,0.0176246,0.0043232,0.0044895,0.0016285,0.0040513,0.0018291,0.003968
3499,2.0833299,2.0833299,0,0,0.0164191,0.0157765,0.0036528,0.0045264,0.0017866,0.0031307,0.001958,0.0046498
3500,0,0,0,0,0.0232342,0.0303326,0.003506,0.0044401,0.0020567,0.0024959,0.0024162,0.0061352
3501,0,0,0,0,0.025599,0.0222876,0.0042169,0.0034879,0.0028583,0.0029664,0.0035074,0.0083361
3502,0,0,0,0,0.0008718,0.0000006,0.0040221,0.0037192,0.0127303,0.00928,0.0112572,0.0314148
3503,0,0,0,0,0.0001537,0,0.0018824,0.0021262,0.0082462,0.0113458,0.0041124,0.0186157
3504,0,0,0,0,0.0010486,0,0.0016294,0.0012272,0.0058675,0.0090682,0.0032833,0.0127329
3505,2.0833299,2.0833299,0,0,0.0227108,0.0000649,0.0021834,0.0009328,0.0022875,0.0031238,0.0018414,0.0040541
3506,0,2.0833299,0,0,0.0290075,0.0001872,0.0020162,0.0014519,0.0022595,0.0038538,0.0021213,0.006633
3507,0,0,0,0,0.0151528,0.019891,0.003959,0.003801,0.0012367,0.0026348,0.0013239,0.0032781
3508,0,0,0,0,0.0066757,0.0016321,0.004145,0.0027261,0.0016403,0.0120917,0.0012913,0.0027861
3509,2.0833299,2.0833299,0,0,0.0062836,0.0117455,0.0040701,0.0055805,0.0016735,0.0075363,0.0011024,0.0023988
3510,0,0,0,0,0.0063893,0.0158122,0.0038567,0.0051483,0.0016589,0.0064723,0.0010041,0.0021916
3511,0,0,0,0,0.0072438,0.0154136,0.0036185,0.0060021,0.0015878,0.0054906,0.0010427,0.0024548
3512,0,0,0,0,0.0055311,0.0116465,0.0031179,0.0080331,0.002976,0.0020248,0.0007222,0.0011655
3513,0,0,0,0,0.0069906,0.0159764,0.002811,0.0088293,0.0026624,0.0016936,0.0006866,0.0013107
3514,0,0,0,0,0.0091322,0.0225555,0.003892,0.0040784,0.000547,0.0022823,0.0005529,0.0013362
3515,4.1666698,2.0833299,0,0,0.0057991,0.0048703,0.0050053,0.0188183,0.0082753,0.061882,0.0047133,0.0138136
3516,0,0,0,0,0.0083138,0.0170552,0.00354,0.0055678,0.0016561,0.0056432,0.0009156,0.0021329
3517,0,0,0,0,0.0051108,0.0039792,0.0034337,0.006011,0.0017683,0.0051719,0.0009611,0.0022188
3518,0,0,0,0,0.004558,0.0081576,0.0038365,0.0060979,0.0028175,0.0023694,0.0006585,0.0008317
3519,0,0,0,0,0.0072814,0.0125331,0.0040971,0.0047267,0.001243,0.0049431,0.000828,0.0017246
3520,0,0,0,0,0.0051411,0.007341,0.0051384,0.0124991,0.0102745,0.0583432,0.0034682,0.0081465
3521,6.25,2.0833299,0,0,0.0075549,0.0092916,0.0030622,0.0084392,0.0026473,0.0015568,0.0006139,0.0009153
3522,0,0,0,0,0.0115146,0.0104629,0.004499,0.0220352,0.0077663,0.0209179,0.0022642,0.0052473
3523,0,0,0,0,0.0137021,0.0315778,0.0035098,0.0056676,0.0008554,0.0029568,0.000729,0.0020402
3524,6.25,6.25,0,0,0.014391,0.0157333,0.0049898,0.01181,0.0019115,0.0103521,0.0009688,0.0023239
3525,0,0,0,0,0.0179597,0.0133628,0.0059433,0.0229762,0.0054412,0.0282263,0.001835,0.0041516
3526,0,2.0833299,0,0,0.0138798,0.0070693,0.0063997,0.0243926,0.0061278,0.035911,0.0020879,0.0043598
3527,0,4.1666698,0,0,0.0203812,0.0178269,0.0056741,0.0217724,0.0024895,0.0126507,0.0016932,0.0039899
3528,4.1666698,4.1666698,0,0,0.016626,0.0383136,0.00369,0.0040689,0.0002944,0.0004691,0.0002847,0.000499
3529,4.1666698,4.1666698,0,0,0.0134729,0.0076468,0.0075826,0.0325355,0.0063754,0.043777,0.004038,0.0085765
3530,2.0833299,2.0833299,0,0,0.0097271,0.0193101,0.0033597,0.0055216,0.0013573,0.0005606,0.0004364,0.0004545
3531,0,0,0,0,0.0087242,0.0151282,0.0033202,0.0073837,0.0033738,0.0012039,0.0007821,0.0007695
3532,0,0,0,0,0.0084087,0.0156205,0.0033786,0.0060065,0.0028484,0.0009192,0.0006695,0.0005675
3533,0,0,0,0,0.0084716,0.0168632,0.003446,0.005034,0.0023893,0.000691,0.0005666,0.000415
3534,0,0,0,0,0.0078397,0.0112325,0.0046526,0.0073047,0.0035424,0.0013977,0.0008558,0.0005549
3535,0,0,0,0,0.0002824,0.0000004,0.0039469,0.011447,0.0083083,0.0236645,0.0028057,0.0057459
3536,4.1666698,4.1666698,0,0,0.0003203,0.0000003,0.0048454,0.0168289,0.0088625,0.0279342,0.0032325,0.0058372
3537,0,0,0,0,0.0173869,0.0183581,0.0071489,0.0106142,0.0024467,0.0054463,0.0014089,0.0012347
3538,4.1666698,2.0833299,0,0,0.020538,0.0440164,0.0048073,0.0126082,0.0038215,0.004062,0.0016643,0.0018504
3539,2.0833299,2.0833299,0,0,0.0120957,0.0370223,0.0065538,0.01368,0.0201498,0.0296932,0.0026561,0.0021284
3540,4.1666698,10.4167004,0,0,0.0163879,0.0371147,0.0060311,0.0064548,0.0009335,0.0006425,0.0005949,0.0002541
3541,0,6.25,0,0,0.0165024,0.0065727,0.0119931,0.0610841,0.0178652,0.0421942,0.0080705,0.0039578
3542,2.0833299,2.0833299,0,0,0.0573059,0.018897,0.0121793,0.0648427,0.0118865,0.0074815,0.0036805,0.000563
3543,0,0,0,0,0.0169802,0.0008062,0.0087468,0.0379156,0.0170605,0.0204329,0.0050716,0.0017609
3544,0,0,0,0,0.0512662,0.0017928,0.0054175,0.0162163,0.0093965,0.0146209,0.0038122,0.0025464
3545,0,0,0,0,0.0156089,0.0027223,0.0091077,0.0310066,0.0091318,0.0245649,0.003038,0.0019782
3546,0,2.0833299,0,0,0.0116464,0.0146433,0.0098819,0.0184011,0.0279988,0.0889569,0.0026001,0.001553
3547,0,0,0,0,0.0029407,0.0000507,0.0066911,0.029676,0.0124238,0.0414612,0.0036357,0.0044809
3548,0,0,0,0,0.000028,0,0.0024177,0.0199758,0.0145864,0.0387633,0.0045289,0.0190301
3549,0,0,0,0,0.0005726,0.0000009,0.0054932,0.0701644,0.036792,0.18362,0.0133892,0.0404461
3550,0,0,0,0,0.0112135,0.0276171,0.0061467,0.0105888,0.0131129,0.0335867,0.0017917,0.001832
3551,0,0,0,0,0.0093279,0.0482537,0.0043273,0.0043689,0.0059637,0.0106187,0.0012648,0.0012773
3552,0,0,0,0,0.0138873,0.0454042,0.0038361,0.003904,0.0018643,0.0030893,0.0009142,0.0009854
3553,0,0,0,0,0.0161537,0.0491118,0.0037466,0.0034449,0.0013101,0.0021453,0.0008022,0.0008227
