FID,Month,Year,Used,ConBog,MarshGrass,Mixedwood,Opendec,BTrail_D,Edge_D,Road_D,Stream_D,Trail_D,Water_D,Ruggedness,M_Density
7809,0,2016,0,0,0.187919,0,0,0,4.2207098,7.4503398,5.9537301,8.6683903,5.1985002,3,4.1666698
7810,0,2016,0,0,0.120805,0,0,6.1640301,3.77107,7.7484598,5.9537301,8.7662001,0,1,8.3333302
7811,0,2016,0,0,0,0,0,5.3619099,5.7680202,7.9781599,6.8378201,8.8553495,5.9025402,5,0
7812,0,2016,0,0,0,0.0134228,0,5.5959301,5.2508898,8.1649704,6.80406,8.9372396,5.8957601,3,0
7813,0,2016,0,0,0.33557,0,0,6.6332502,4.82586,8.2501802,6.4661899,8.9422503,0,0,0
7814,0,2016,0,0,0.167785,0,0,7.2023902,4.1108699,8.2857399,5.98037,8.9091702,0,2,0
7815,0,2016,0,0,0.0402685,0,0,7.2193398,5.0910201,8.3399096,6.64329,8.8807402,6.1114702,2,2.0833299
7816,0,2016,0,0,0.033557,0,0,6.8193402,5.1985002,8.4070501,5.3094902,8.8559303,6.7842698,0,0
7817,0,2016,0,0,0.214765,0,0,6.3637099,4.2207098,8.4819403,4.51086,8.8354397,5.7361498,2,8.3333302
7818,0,2016,0,0,0.0067114,0,0,4.45263,5.35186,8.5604401,5.71207,8.776,5.6546102,1,
7819,0,2016,0,0,0.033557,0,0,3.43399,5.1985002,8.5854301,6.0527101,8.7139397,6.1114702,2,
7820,0,2016,0,0,0.483221,0,0,5.1399398,3.43399,8.5841799,5.8062201,8.6541405,4.51086,1,
7821,0,2016,0,0,0.147651,0,0,5.6919298,0,8.5953903,6.0650301,8.5985899,4.7957902,1,
7822,0,2016,0,0,0.154362,0,0,5.9716501,3.43399,8.6068897,6.2346401,8.5497799,4.51086,1,
7823,0,2016,0,0,0.671141,0,0,6.4906502,0,8.6061296,5.7680202,8.4947004,5.3094902,1,
7824,0,2016,0,0,0.442953,0.167785,0,6.8362598,0,8.6162701,5.8603802,8.3704901,5.9025402,1,
7825,0,2017,0,0,0.362416,0,0,6.10252,4.7957902,7.02598,6.0451698,8.5600595,0,0,0
7826,0,2017,0,0,0.187919,0,0,0,4.2207098,7.4503398,5.9537301,8.6683903,5.1985002,3,0
7827,0,2017,0,0,0.120805,0,0,6.1640301,3.77107,7.7484598,5.9537301,8.7662001,0,1,12.5
7828,0,2017,0,0,0,0,0,5.3619099,5.7680202,7.9781599,6.8378201,8.8553495,5.9025402,5,0
7829,0,2017,0,0,0,0.0134228,0,5.5959301,5.2508898,8.1649704,6.80406,8.9372396,5.8957601,3,0
7830,0,2017,0,0,0.33557,0,0,6.6332502,4.82586,8.2501802,6.4661899,8.9422503,0,0,0
7831,0,2017,0,0,0.167785,0,0,7.2023902,4.1108699,8.2857399,5.98037,8.9091702,0,2,0
7832,0,2017,0,0,0.0402685,0,0,7.2193398,5.0910201,8.3399096,6.64329,8.8807402,6.1114702,2,0
7833,0,2017,0,0,0.033557,0,0,6.8193402,5.1985002,8.4070501,5.3094902,8.8559303,6.7842698,0,0
7834,0,2017,0,0,0.214765,0,0,6.3637099,4.2207098,8.4819403,4.51086,8.8354397,5.7361498,2,4.1666698
7835,0,2017,0,0,0.0067114,0,0,4.45263,5.35186,8.5604401,5.71207,8.776,5.6546102,1,
7836,0,2017,0,0,0.033557,0,0,3.43399,5.1985002,8.5854301,6.0527101,8.7139397,6.1114702,2,
7837,0,2017,0,0,0.483221,0,0,5.1399398,3.43399,8.5841799,5.8062201,8.6541405,4.51086,1,
7838,0,2017,0,0,0.147651,0,0,5.6919298,0,8.5953903,6.0650301,8.5985899,4.7957902,1,
7839,0,2017,0,0,0.154362,0,0,5.9716501,3.43399,8.6068897,6.2346401,8.5497799,4.51086,1,
7840,0,2017,0,0,0.671141,0,0,6.4906502,0,8.6061296,5.7680202,8.4947004,5.3094902,1,
7841,0,2017,0,0,0.442953,0.167785,0,6.8362598,0,8.6162701,5.8603802,8.3704901,5.9025402,1,
7842,0,2017,0,0.0604027,0.57047,0.348993,0,6.6214099,3.43399,8.63766,6.4562802,8.23106,5.1399398,0,
7843,0,2017,0,0,0.442953,0.557047,0,6.6758499,0,8.6689196,6.8299799,8.0732899,5.3814301,1,
7844,0,2017,0,0,0.147651,0.852349,0,6.9575,0,8.7082701,6.6308999,7.8902102,6.12675,1,
7845,0,2017,0,0,0.100671,0.899329,0,7.2068701,4.2207098,8.7494297,6.4518099,7.6518002,6.2632599,1,
7846,0,2017,0,0.416107,0.214765,0.154362,0,7.3721199,3.43399,8.7935801,5.3094902,7.31707,3.43399,1,
7847,0,2017,0,0,0.154362,0,0,7.3336802,4.45263,8.7744198,5.1985002,6.8123102,5.0172801,3,
7848,0,2017,0,0.0268456,0.369128,0.57047,0,7.2125301,3.43399,8.6773195,6.3460002,5.7810798,5.1985002,1,
7849,0,2017,0,0.731544,0.100671,0.167785,0,7.2389898,4.82586,8.5698299,7.05196,5.3094902,5.9191098,1,
7850,0,2017,0,0.375839,0.194631,0.402685,0,7.3683701,3.77107,8.4495001,7.4675298,6.5683498,5.1399398,1,
7851,0,2017,0,0,0.281879,0.718121,0,7.5571699,3.43399,8.31285,7.0669298,6.0576701,6.5943198,2,
7852,0,2017,0,0,0.342282,0.657718,0,7.55582,3.43399,8.15485,6.35289,4.7957902,5.8923302,3,
7853,0,2017,0,0,0.308725,0.543624,0,7.4815898,3.43399,7.96773,4.2207098,6.10252,4.2207098,1,
7854,0,2017,0,0,0.0067114,0.644295,0,7.51476,5.35186,7.73873,6.3885102,6.93923,6.4518099,1,
7855,0,2017,0,0.0067114,0.275168,0.496644,0.100671,7.6374602,3.43399,7.4449902,6.91717,7.22223,6.19311,2,
7856,0,2017,0,0,0.416107,0.362416,0,7.7975798,4.1108699,7.0417299,6.3596802,6.7249398,3.43399,0,
7857,0,2017,0,0.0201342,0.275168,0.684564,0,7.7684202,0,6.42768,6.4109201,5.6919298,5.2508898,2,
7858,0,2017,0,0,0.308725,0.610738,0,7.6788101,3.43399,4.2207098,6.9675899,5.3814301,6.2346401,1,
7859,0,2017,0,0,0.221477,0.684564,0,7.6501698,4.2207098,4.45263,6.7402902,6.6493702,6.5493398,0,
7860,0,2017,0,0,0.583893,0.416107,0,7.6726098,3.77107,3.43399,6.2761798,7.2174001,6.5493398,0,
7861,0,2017,0,0,0.503356,0.496644,0,7.7616901,3.43399,5.7810798,4.2207098,7.5669098,6.9324098,1,
7862,0,2017,0,0.0738255,0.221477,0.61745,0,7.85145,3.43399,3.43399,3.43399,7.8011398,6.8880501,1,
7863,0,2017,0,0,0.0671141,0.85906,0,7.95192,5.0367599,4.2207098,5.4847999,8.00208,6.2648902,2,
7864,0,2017,0,0.194631,0.61745,0.187919,0,7.8766499,3.43399,5.8957601,4.5629802,8.1744604,6.3174801,1,
7865,0,2017,0,0.100671,0.751678,0.147651,0,7.6898599,0,6.42768,3.43399,8.3240499,6.4947801,1,
7866,0,2017,0,0.0067114,0.711409,0.281879,0,7.5050402,0,6.7151098,0,8.4555998,5.9945798,1,
7867,0,2017,0,0,0.369128,0.630872,0,7.3352098,3.43399,6.7905798,3.43399,8.57271,5.3619099,3,
7868,0,2017,0,0,0.503356,0.375839,0,7.2520499,0,7.0506101,5.1985002,8.6780701,4.82586,2,
7871,0,2017,0,0,0.315436,0.684564,0,7.3084602,4.1108699,7.2988701,4.51086,8.7737503,6.3985901,2,
7872,0,2017,0,0,0.0402685,0.959732,0,7.4664998,4.82586,7.1894898,6.5314898,8.86131,6.7197199,1,
7918,0,2016,0,0,0.503356,0,0,6.3145299,0,6.2363701,5.7500601,8.4617796,4.1108699,2,0
7919,0,2016,0,0,0.550336,0,0,5.2508898,4.2207098,7.01302,4.51086,8.5782404,4.6928701,1,0
7920,0,2016,0,0,0,0,0,5.8923302,5.4608898,7.4448299,6.1758699,8.6830702,5.6021199,2,0
7921,0,2016,0,0,0,0,0,6.6843801,5.35186,7.74544,6.7945499,8.7783098,5.6546102,1,0
7922,0,2016,0,0,0.214765,0,0,6.0451698,0,7.9762502,7.1164699,8.8655005,6.5683498,2,0
7923,0,2016,0,0,0.288591,0,0,4.82586,3.43399,8.06495,7.2810502,8.9458704,5.71207,0,0
7924,0,2016,0,0,0,0,0,6.55302,5.9716501,8.0824404,7.0162902,9.0106001,0,0,0
7925,0,2016,0,0,0,0,0,7.16748,5.3094902,8.1315002,6.9005499,8.9818697,0,0,0
7926,0,2016,0,0,0.38255,0,0,7.3945498,0,8.2038803,6.9492698,8.9569197,5.9025402,3,4.1666698
7927,0,2016,0,0,0.214765,0,0,7.2438402,0,8.2903004,6.5099902,8.9355497,6.7720098,0,6.25
7928,0,2016,0,0,0.0469799,0,0,6.8236299,5.0172801,8.3831501,6.0576701,8.8990097,6.3998399,1,0
7929,0,2016,0,0,0.731544,0,0,6.3305202,4.51086,8.4587097,4.2207098,8.8437204,3.43399,0,
7930,0,2016,0,0,0.422819,0,0,6.14574,3.43399,8.4668798,6.29954,8.7899599,5.3619099,2,
7931,0,2016,0,0,0,0,0,5.8062201,5.8957601,8.4652796,6.8367801,8.7390499,6.2415199,2,
7932,0,2016,0,0,0.14094,0.0469799,0,5.3619099,4.6928701,8.4794598,6.6237998,8.6557798,5.6261301,2,
7933,0,2016,0,0,0.724832,0,0,5.0172801,4.7957902,8.4909,5.8640299,8.5591402,5.2508898,1,
7934,0,2016,0,0,0.281879,0,0,5.3814301,3.43399,8.4899302,6.23809,8.4557896,5.8378801,0,
7935,0,2017,0,0,0.550336,0,0,5.2508898,4.2207098,7.01302,4.51086,8.5782404,4.6928701,1,0
7936,0,2017,0,0,0,0,0,5.8923302,5.4608898,7.4448299,6.1758699,8.6830702,5.6021199,2,0
7937,0,2017,0,0,0,0,0,6.6843801,5.35186,7.74544,6.7945499,8.7783098,5.6546102,1,0
7938,0,2017,0,0,0.214765,0,0,6.0451698,0,7.9762502,7.1164699,8.8655005,6.5683498,2,0
7939,0,2017,0,0,0.288591,0,0,4.82586,3.43399,8.06495,7.2810502,8.9458704,5.71207,0,0
7940,0,2017,0,0,0,0,0,6.55302,5.9716501,8.0824404,7.0162902,9.0106001,0,0,0
7941,0,2017,0,0,0,0,0,7.16748,5.3094902,8.1315002,6.9005499,8.9818697,0,0,0
7942,0,2017,0,0,0.38255,0,0,7.3945498,0,8.2038803,6.9492698,8.9569197,5.9025402,3,4.1666698
7943,0,2017,0,0,0.214765,0,0,7.2438402,0,8.2903004,6.5099902,8.9355497,6.7720098,0,0
7944,0,2017,0,0,0.0469799,0,0,6.8236299,5.0172801,8.3831501,6.0576701,8.8990097,6.3998399,1,0
7945,0,2017,0,0,0.731544,0,0,6.3305202,4.51086,8.4587097,4.2207098,8.8437204,3.43399,0,
7946,0,2017,0,0,0.422819,0,0,6.14574,3.43399,8.4668798,6.29954,8.7899599,5.3619099,2,
7947,0,2017,0,0,0,0,0,5.8062201,5.8957601,8.4652796,6.8367801,8.7390499,6.2415199,2,
7948,0,2017,0,0,0.14094,0.0469799,0,5.3619099,4.6928701,8.4794598,6.6237998,8.6557798,5.6261301,2,
7949,0,2017,0,0,0.724832,0,0,5.0172801,4.7957902,8.4909,5.8640299,8.5591402,5.2508898,1,
7950,0,2017,0,0,0.281879,0,0,5.3814301,3.43399,8.4899302,6.23809,8.4557896,5.8378801,0,
7951,0,2017,0,0,0.375839,0.0939597,0,5.8021202,0,8.5026999,6.8062701,8.3401403,6.4288602,1,
7952,0,2017,0,0,0.174497,0.637584,0,5.3619099,4.1108699,8.5293999,6.2005801,8.2033701,6.0451698,1,
7953,0,2017,0,0.0536913,0.127517,0.530201,0.288591,5.4357901,0,8.5679302,5.9059,8.0435495,6.56389,2,
7954,0,2017,0,0,0.0738255,0.926175,0,6.3460002,3.77107,8.6146698,6.7624602,7.85923,6.7877202,1,
7955,0,2017,0,0,0.255034,0.744966,0,6.6605701,4.1108699,8.6610498,6.9492698,7.6291299,6.23809,1,
7956,0,2017,0,0,0.275168,0.724832,0,7.0274,0,8.7132998,6.6671801,7.31389,6.1289001,1,
7957,0,2017,0,0,0.33557,0.489933,0,6.9476099,0,8.7280998,6.6605701,6.8035102,5.3619099,2,
7958,0,2017,0,0,0.241611,0.644295,0,6.6340299,3.43399,8.6394501,6.8561301,5.7071099,5.0172801,1,
7959,0,2017,0,0.47651,0.0536913,0.469799,0,6.68648,4.7957902,8.5454302,7.03023,5.7071099,5.8957601,1,
7960,0,2017,0,0.147651,0.402685,0.436242,0,6.97473,3.43399,8.4463997,7.2627902,6.7842698,5.2508898,0,
7961,0,2017,0,0,0,1,0,7.32339,5.5149899,8.3392401,7.20364,6.6109099,5.9059,0,
7962,0,2017,0,0,0.503356,0.456376,0,7.2260599,3.77107,8.1906996,6.7720098,5.3094902,5.9059,2,
7963,0,2017,0,0,0,0,0,7.0708399,5.4608898,8.0186501,6.4947801,5.3814301,6.23809,1,
7964,0,2017,0,0.0134228,0.0738255,0.879195,0,7.1433301,4.9064898,7.8051901,6.8171902,6.42414,5.1700802,1,
7965,0,2017,0,0.107383,0.577181,0.315436,0,7.3735399,0,7.5389099,7.2420001,6.98138,5.4357901,1,
7966,0,2017,0,0,0,0,0,7.5336599,6.0527101,7.1928101,7.0417299,6.9719701,0,0,
7967,0,2017,0,0,0,0,0,7.5110002,5.8183298,6.6613102,7.0553298,6.1758699,0,0,
7968,0,2017,0,0,0.872483,0.0469799,0,7.3685498,5.0172801,5.2121201,6.8894601,4.51086,5.2121201,1,
7969,0,2017,0,0,1,0,0,7.31389,5.8888798,5.3814301,6.19311,6.4769702,6.6340299,1,
7970,0,2017,0,0,0.496644,0.503356,0,7.3569498,0,5.4847999,4.1108699,7.00529,6.6955199,0,
7971,0,2017,0,0,0.630872,0.369128,0,7.5028501,4.1108699,6.6051698,0,7.4096298,6.0650301,1,
7972,0,2017,0,0.114094,0.0738255,0.812081,0,7.6143398,5.0172801,6.4416099,6.0138202,7.7086201,6.45961,2,
7973,0,2017,0,0.0738255,0.738255,0.187919,0,7.7441702,3.43399,6.2363701,5.3814301,7.9421201,6.0138202,1,
7974,0,2017,0,0,0.610738,0.328859,0,7.7194901,3.43399,6.6214099,0,8.13274,4.6928701,1,
7975,0,2017,0,0.0268456,0.161074,0.778524,0,7.7603798,4.45263,7.04001,4.6928701,8.2934599,4.9064898,5,
7976,0,2017,0,0.0067114,0.758389,0.147651,0,7.75702,4.5629802,7.2576799,5.1985002,8.4322596,3.77107,2,
7977,0,2017,0,0,0.0805369,0.919463,0,7.6490502,3.43399,7.3011298,5.9191098,8.5543299,5.9025402,3,
7978,0,2017,0,0,0.308725,0.557047,0,7.60639,0,7.41749,4.5629802,8.6632404,3.43399,3,
7981,0,2017,0,0.0134228,0.201342,0.785235,0,7.6391301,3.43399,7.60045,5.71207,8.7615299,6.44731,2,
7982,0,2017,0,0.0604027,0,0.939597,0,7.7268901,6.19311,7.5573001,6.5099902,8.8510799,7.1155801,2,
8028,0,2016,0,0,0.0872483,0,0,0,4.2207098,6.2934198,3.43399,8.4989796,4.6928701,5,0
8029,0,2016,0,0,0.208054,0,0,5.5570998,0,7.03058,6.0375199,8.6079302,4.1108699,2,0
8030,0,2016,0,0,0.134228,0,0,6.42414,3.43399,7.4523101,6.3910499,8.7072802,0,0,0
8031,0,2016,0,0,0.516779,0,0,6.9285402,3.43399,7.7495499,7.0220599,8.7983999,5.9945798,3,2.0833299
8032,0,2016,0,0,0.530201,0,0,6.0426302,3.43399,7.8822598,7.4362998,8.8824301,6.3998399,1,0
8033,0,2016,0,0,0.38255,0,0,5.0910201,4.1108699,7.8559299,7.5705099,8.96033,3.43399,1,2.0833299
8034,0,2016,0,0,0,0,0,6.5823698,5.8062201,7.8822598,7.4210501,9.0328598,0,0,0
8035,0,2016,0,0,0,0,0,6.6765699,5.98037,7.9538202,7.2086,9.0503101,0,0,0
8036,0,2016,0,0,0.583893,0,0,7.0964999,4.6928701,8.0541601,7.00418,9.0192804,4.2207098,2,0
8037,0,2016,0,0,0.120805,0,0,7.4583402,4.51086,8.1675501,7.0468702,8.9640303,6.35289,2,10.4167004
8038,0,2016,0,0,0.0067114,0,0,7.2193398,5.1700802,8.2834501,6.4573898,8.9069595,6.6092801,1,6.25
8039,0,2016,0,0,0.42953,0,0,7.0482402,3.43399,8.3249197,4.2207098,8.8492804,5.3814301,1,
8040,0,2016,0,0,0.436242,0.221477,0,6.9639802,0,8.3324604,5.98037,8.7924299,5.7266598,1,
8041,0,2016,0,0.127517,0.389262,0.241611,0,6.8367801,3.43399,8.3303699,6.3145299,8.7086496,4.45263,2,
8042,0,2016,0,0.0604027,0.57047,0.114094,0,6.6493702,0,8.3488598,6.19311,8.6113901,6.2432299,2,
8043,0,2016,0,0,0.489933,0,0,6.3833899,3.43399,8.3597298,3.43399,8.5054903,5.5149899,1,
8044,0,2017,0,0,0.134228,0,0,6.42414,3.43399,7.4523101,6.3910499,8.7072802,0,0,0
8045,0,2017,0,0,0.516779,0,0,6.9285402,3.43399,7.7495499,7.0220599,8.7983999,5.9945798,3,2.0833299
8046,0,2017,0,0,0.530201,0,0,6.0426302,3.43399,7.8822598,7.4362998,8.8824301,6.3998399,1,0
8047,0,2017,0,0,0.38255,0,0,5.0910201,4.1108699,7.8559299,7.5705099,8.96033,3.43399,1,2.0833299
8048,0,2017,0,0,0,0,0,6.5823698,5.8062201,7.8822598,7.4210501,9.0328598,0,0,0
8049,0,2017,0,0,0,0,0,6.6765699,5.98037,7.9538202,7.2086,9.0503101,0,0,0
8050,0,2017,0,0,0.583893,0,0,7.0964999,4.6928701,8.0541601,7.00418,9.0192804,4.2207098,2,0
8051,0,2017,0,0,0.120805,0,0,7.4583402,4.51086,8.1675501,7.0468702,8.9640303,6.35289,2,4.1666698
8052,0,2017,0,0,0.0067114,0,0,7.2193398,5.1700802,8.2834501,6.4573898,8.9069595,6.6092801,1,6.25
8053,0,2017,0,0,0.42953,0,0,7.0482402,3.43399,8.3249197,4.2207098,8.8492804,5.3814301,1,
8054,0,2017,0,0,0.436242,0.221477,0,6.9639802,0,8.3324604,5.98037,8.7924299,5.7266598,1,
8055,0,2017,0,0.127517,0.389262,0.241611,0,6.8367801,3.43399,8.3303699,6.3145299,8.7086496,4.45263,2,
8056,0,2017,0,0.0604027,0.57047,0.114094,0,6.6493702,0,8.3488598,6.19311,8.6113901,6.2432299,2,
8057,0,2017,0,0,0.489933,0,0,6.3833899,3.43399,8.3597298,3.43399,8.5054903,5.5149899,1,
8058,0,2017,0,0,0.268456,0,0,5.8183298,3.43399,8.35847,6.0001602,8.38972,0,0,
8059,0,2017,0,0,0.47651,0,0,5.4925199,0,8.3750095,6.84092,8.2623501,6.3985901,3,
8060,0,2017,0,0,0.114094,0.147651,0,5.6082301,3.77107,8.4092302,6.0451698,8.1229296,6.9289699,0,
8061,0,2017,0,0,0.496644,0,0.496644,5.0172801,0,8.4577398,5.0172801,7.95432,7.0643001,2,
8062,0,2017,0,0,0.127517,0.838926,0.033557,3.43399,4.5629802,8.5102701,6.6214099,7.7464499,6.84092,1,
8063,0,2017,0,0,0.281879,0.718121,0,5.6490402,3.43399,8.5668297,7.2086,7.4798698,5.8378801,1,
8064,0,2017,0,0,0.52349,0.456376,0,6.6635199,0,8.6292696,7.0656099,7.1399398,5.2121201,1,
8065,0,2017,0,0,0.295302,0.704698,0,6.60185,3.43399,8.6857405,6.4906502,6.5823698,6.10252,2,
8066,0,2017,0,0.0671141,0.248322,0.684564,0,5.2631798,4.1108699,8.5884399,6.14574,5.1700802,5.8183298,2,
8067,0,2017,0,0.234899,0.422819,0.221477,0,5.5149899,0,8.48318,6.36904,5.7361498,4.7957902,1,
8068,0,2017,0,0,0.0134228,0,0,6.5493398,5.3094902,8.3694096,6.8852301,6.7842698,0,0,
8069,0,2017,0,0.0939597,0.201342,0.704698,0,6.9289699,0,8.24722,7.2976398,6.9492698,5.8888798,0,
8070,0,2017,0,0.0067114,0.134228,0.852349,0,6.8236299,0,8.1182404,7.2326798,6.3885102,4.51086,0,
8071,0,2017,0,0,0.234899,0.765101,0,6.36904,3.77107,7.98734,7.1399398,5.3094902,5.8957601,1,
8072,0,2017,0,0,0.154362,0.845638,0,6.6149702,3.43399,7.7711501,7.2511501,5.8021202,5.4925199,0,
8073,0,2017,0,0.127517,0.409396,0.355705,0,7.0026898,0,7.4794402,7.4741001,6.8362598,5.0172801,0,
8074,0,2017,0,0,0,0,0,7.1738701,6.2632599,7.0659399,7.2016401,7.0613298,0,0,
8075,0,2017,0,0,0,0,0,7.1996398,6.36904,6.3487701,6.9513402,6.3808098,0,0,
8076,0,2017,0,0.127517,0.557047,0.0134228,0,6.9337001,4.5629802,3.43399,6.6531301,3.43399,4.51086,2,
8077,0,2017,0,0.651007,0.322148,0.0268456,0,6.8035102,4.1108699,5.6490402,5.7071099,5.9025402,6.5381398,1,
8078,0,2017,0,0,0.61745,0.38255,0,6.9149599,4.1108699,6.3985901,3.77107,6.8699198,6.23809,0,
8079,0,2017,0,0,0.536913,0.342282,0,7.1182499,3.43399,6.9324098,5.4847999,7.3538198,3.77107,0,
8080,0,2017,0,0.0067114,0.214765,0.751678,0,7.3182602,4.45263,7.0974202,6.4288602,7.67871,5.1700802,1,
8081,0,2017,0,0.201342,0.0939597,0.704698,0,7.45473,4.51086,7.01302,6.23809,7.9235802,6.2632599,0,
8082,0,2017,0,0.0268456,0.154362,0.818792,0,7.4098001,4.2207098,7.12994,5.8923302,8.1201496,5.5503201,2,
8083,0,2017,0,0,0.644295,0.355705,0,7.4833002,3.43399,7.3749599,3.43399,8.2843704,5.4925199,2,
8084,0,2017,0,0.033557,0.395973,0.483221,0,7.6367302,4.1108699,7.5760999,4.2207098,8.4253798,3.43399,1,
8085,0,2017,0,0,0.0268456,0.973154,0,7.7730699,5.0172801,7.6395502,6.2632599,8.5489502,5.8183298,2,
8086,0,2017,0,0.127517,0.114094,0.758389,0,7.8674898,0,7.7021399,3.43399,8.6589203,6.08178,2,
8090,0,2017,0,0.0939597,0.0872483,0.818792,0,7.8884401,4.6928701,7.8165798,5.3619099,8.7579899,6.6843801,3,
8091,0,2017,0,0.0872483,0.167785,0.744966,0,7.9446802,4.1108699,7.8276401,4.51086,8.8376102,7.0833602,5,
8092,0,2017,0,0.691275,0.107383,0.201342,0,8.0335999,4.51086,7.5657001,3.77107,8.9042902,7.40765,2,
8138,0,2016,0,0,0.0402685,0,0,6.3487701,4.1108699,6.6948299,6.29496,8.5473499,0,0,0
8139,0,2016,0,0,0.241611,0,0,6.5883799,0,7.1618199,5.5570998,8.6471901,0,0,0
8140,0,2016,0,0,0.0134228,0,0,6.98138,5.2121201,7.5183601,6.2097702,8.7396898,5.4357901,3,0
8141,0,2016,0,0,0,0,0,6.9699798,5.4847999,7.7477102,6.9770899,8.8255596,6.35289,3,0
8142,0,2016,0,0,0,0,0,6.2483101,5.6546102,7.6352601,7.41717,8.9054804,6.42768,5,0
8143,0,2016,0,0,0.268456,0,0,3.43399,4.2207098,7.5913601,7.27526,8.9801102,5.7266598,1,4.1666698
8144,0,2016,0,0,0.154362,0,0,5.4357901,0,7.6352601,7.2108202,9.0500202,3.77107,1,0
8145,0,2016,0,0,0,0,0,5.9945798,3.43399,7.7477102,6.8383298,9.0289402,3.77107,1,0
8146,0,2016,0,0,0.926175,0,0,6.9028301,5.1700802,7.8924098,6.2632599,8.9705496,3.77107,0,0
8147,0,2016,0,0,0.362416,0,0,7.3737202,3.43399,8.0431299,6.4288602,8.9110203,6.2363701,1,10.4167004
8148,0,2016,0,0,0.107383,0,0,7.54737,4.7957902,8.1477804,6.75701,8.8492804,5.8640299,1,0
8149,0,2016,0,0,0.362416,0,0,7.46591,3.43399,8.17134,5.8923302,8.7848797,6.2415199,1,
8150,0,2016,0,0,0.489933,0.208054,0,7.4117699,3.77107,8.17731,5.1985002,8.7196999,5.1985002,1,
8151,0,2016,0,0,0.691275,0.0134228,0,7.3338699,4.1108699,8.1744604,4.9064898,8.6557398,4.51086,1,
8152,0,2017,0,0,0,0,0,6.9699798,5.4847999,7.7477102,6.9770899,8.8255596,6.35289,3,0
8153,0,2017,0,0,0,0,0,6.2483101,5.6546102,7.6352601,7.41717,8.9054804,6.42768,5,0
8154,0,2017,0,0,0.268456,0,0,3.43399,4.2207098,7.5913601,7.27526,8.9801102,5.7266598,1,2.0833299
8155,0,2017,0,0,0.154362,0,0,5.4357901,0,7.6352601,7.2108202,9.0500202,3.77107,1,0
8156,0,2017,0,0,0,0,0,5.9945798,3.43399,7.7477102,6.8383298,9.0289402,3.77107,1,0
8157,0,2017,0,0,0.926175,0,0,6.9028301,5.1700802,7.8924098,6.2632599,8.9705496,3.77107,0,0
8158,0,2017,0,0,0.362416,0,0,7.3737202,3.43399,8.0431299,6.4288602,8.9110203,6.2363701,1,8.3333302
8159,0,2017,0,0,0.107383,0,0,7.54737,4.7957902,8.1477804,6.75701,8.8492804,5.8640299,1,0
8160,0,2017,0,0,0.362416,0,0,7.46591,3.43399,8.17134,5.8923302,8.7848797,6.2415199,1,
8161,0,2017,0,0,0.489933,0.208054,0,7.4117699,3.77107,8.17731,5.1985002,8.7196999,5.1985002,1,
8162,0,2017,0,0,0.691275,0.0134228,0,7.3338699,4.1108699,8.1744604,4.9064898,8.6557398,4.51086,1,
8163,0,2017,0,0,0.818792,0.0067114,0,7.2174001,4.82586,8.1995497,0,8.5730305,0,0,
8164,0,2017,0,0.0872483,0.644295,0,0,6.9921498,4.2207098,8.2088404,0,8.4607897,6.1519098,2,
8165,0,2017,0,0,0.543624,0.120805,0,6.78369,4.7957902,8.2071304,4.5629802,8.33288,0,0,
8166,0,2017,0,0,0.0469799,0.0067114,0,6.7307501,4.6928701,8.2293901,6.5390801,8.1891098,6.1136799,2,
8167,0,2017,0,0,0.402685,0,0,6.7702398,3.43399,8.2746601,6.12675,8.0261602,6.7979202,1,
8168,0,2017,0,0,0.899329,0,0.0604027,6.5188999,4.45263,8.3365297,4.7957902,7.83951,6.3596802,1,
8169,0,2017,0,0,0.107383,0,0.241611,5.9687099,4.1108699,8.3968296,6.5237799,7.6212001,6.6409898,1,
8170,0,2017,0,0,0.187919,0.42953,0,3.43399,4.45263,8.4668198,7.0427599,7.3188601,6.5611901,1,
8171,0,2017,0,0,0.510067,0.489933,0,5.8021202,3.43399,8.5421,6.9871802,6.8857002,6.4864802,1,
8172,0,2017,0,0.0134228,0,0.986577,0,5.5959301,5.5959301,8.5990696,6.1835999,6.0650301,6.8665099,0,
8173,0,2017,0,0.651007,0.208054,0.0604027,0,5.9476099,3.43399,8.5454302,3.43399,4.7957902,6.6982698,1,
8174,0,2017,0,0.14094,0.516779,0.33557,0,3.43399,3.43399,8.4295197,4.9064898,6.1114702,5.35186,2,
8175,0,2017,0,0.0067114,0.187919,0.107383,0,6.4035602,4.7957902,8.3010597,6.55302,6.9575,0,0,
8176,0,2017,0,0.0067114,0.255034,0.738255,0,6.0451698,3.77107,8.1581898,7.16748,7.1902599,5.8183298,0,
8177,0,2017,0,0.127517,0.147651,0.724832,0,6.4947801,0,7.99965,7.5468702,6.5943198,5.6261301,1,
8178,0,2017,0,0,0.577181,0.422819,0,4.7957902,3.43399,7.8270001,7.5289998,5.0172801,5.7361498,0,
8179,0,2017,0,0,0.389262,0.610738,0,5.6490402,0,7.6501698,7.5831399,5.5570998,6.3998399,0,
8180,0,2017,0,0,0.288591,0.248322,0,6.3473902,3.43399,7.4253898,7.33214,6.2934198,3.43399,0,
8181,0,2017,0,0,0,0,0,6.6700902,6.4047999,6.9917698,6.87428,6.6149702,0,0,
8182,0,2017,0,0,0,0,0,6.8894601,6.3473902,6.20612,6.21521,6.76964,0,0,
